source_family,source_path,source_table,native_geography,status,rows,columns,key_columns_detected,output_csv,output_parquet,parquet_status,reason,caveat
aihw_mental_health_regional_activity,data\interim\native_processing_extracts\medicare_mental_health_service_2024_25\Medicare mental health service 2024-25.xlsx,Table MBS.2,sa3,processed_native_table,210,18,15;15_1;16;16_1;16_2;18;19;19_1;21;23,data\processed\native\sa3\aihw_mental_health_regional_activity__medicare_mental_health_service_2024_25__table_mbs_2__v20.csv,data\processed\native\sa3\aihw_mental_health_regional_activity__medicare_mental_health_service_2024_25__table_mbs_2__v20.parquet,written,"value_match:{'sa3': 386, 'lga': 386, 'sa4': 75}",Native geography staged; validate key uniqueness and definitions before scoped master build.
aihw_mental_health_regional_activity,data\interim\native_processing_extracts\medicare_mental_health_service_2024_25\Medicare mental health service 2024-25.xlsx,Table MBS.3,state,processed_native_table,317,17,state_territory,data\processed\native\state\aihw_mental_health_regional_activity__medicare_mental_health_service_2024_25__table_mbs_3__v20.csv,data\processed\native\state\aihw_mental_health_regional_activity__medicare_mental_health_service_2024_25__table_mbs_3__v20.parquet,written,"column_match:{'sa2': 0, 'sa3': 0, 'sa4': 0, 'lga': 0, 'phn': 0, 'state': 1, 'ndis_service_area': 0}",Native geography staged; validate key uniqueness and definitions before scoped master build.
aihw_mental_health_regional_activity,data\interim\native_processing_extracts\medicare_mental_health_service_2024_25\Medicare mental health service 2024-25.xlsx,Table MBS.4,unknown,processed_unknown_geography_review,1293,18,,data\processed\native\unknown_review\aihw_mental_health_regional_activity__medicare_mental_health_service_2024_25__table_mbs_4__v20.csv,data\processed\native\unknown_review\aihw_mental_health_regional_activity__medicare_mental_health_service_2024_25__table_mbs_4__v20.parquet,written,no_value_match,Review key columns and suppression before modelling.
aihw_mental_health_regional_activity,data\interim\native_processing_extracts\medicare_mental_health_service_2024_25\Medicare mental health service 2024-25.xlsx,Table MBS.5,unknown,processed_unknown_geography_review,322,18,,data\processed\native\unknown_review\aihw_mental_health_regional_activity__medicare_mental_health_service_2024_25__table_mbs_5__v20.csv,data\processed\native\unknown_review\aihw_mental_health_regional_activity__medicare_mental_health_service_2024_25__table_mbs_5__v20.parquet,written,no_value_match,Review key columns and suppression before modelling.
aihw_mental_health_regional_activity,data\interim\native_processing_extracts\medicare_mental_health_service_2024_25\Medicare mental health service 2024-25.xlsx,Table MBS.6,state,processed_native_table,266,17,state_or_territory,data\processed\native\state\aihw_mental_health_regional_activity__medicare_mental_health_service_2024_25__table_mbs_6__v20.csv,data\processed\native\state\aihw_mental_health_regional_activity__medicare_mental_health_service_2024_25__table_mbs_6__v20.parquet,written,"column_match:{'sa2': 0, 'sa3': 0, 'sa4': 0, 'lga': 0, 'phn': 0, 'state': 1, 'ndis_service_area': 0}",Native geography staged; validate key uniqueness and definitions before scoped master build.
aihw_mental_health_regional_activity,data\interim\native_processing_extracts\medicare_mental_health_service_2024_25\Medicare mental health services CSV user_guide.xlsx,PHN and SA4,sa4,processed_native_table,4,8,refers_to_the_phn_or_sa4_code_of_the_patient_s_location;seven_character_phn_or_sa4_code_e_g_phn_101_or_sa4_101,data\processed\native\sa4\aihw_mental_health_regional_activity__medicare_mental_health_services_csv_user_guide__phn_and_sa4__v20.csv,data\processed\native\sa4\aihw_mental_health_regional_activity__medicare_mental_health_services_csv_user_guide__phn_and_sa4__v20.parquet,written,"column_match:{'sa2': 0, 'sa3': 0, 'sa4': 1, 'lga': 0, 'phn': 0, 'state': 0, 'ndis_service_area': 0}",Native geography staged; validate key uniqueness and definitions before scoped master build.
aihw_mental_health_regional_activity,data\interim\native_processing_extracts\medicare_mental_health_service_2024_25\Medicare mental health services CSV user_guide.xlsx,"Quarters, sex and age group",state,processed_native_table,12,8,col_2;the_all_providers_and_financial_year_totals_for_number_of_patients_is_not_a_sum_of_the_individual_providers_types_or_quarters_as_a_patient_m,data\processed\native\state\aihw_mental_health_regional_activity__medicare_mental_health_services_csv_user_guide__quarters_sex_and_age_group__v20.csv,data\processed\native\state\aihw_mental_health_regional_activity__medicare_mental_health_services_csv_user_guide__quarters_sex_and_age_group__v20.parquet,written,value_match:{'state': 6},Native geography staged; validate key uniqueness and definitions before scoped master build.
aihw_mental_health_regional_activity,data\interim\native_processing_extracts\medicare_mental_health_service_2024_25\Medicare mental health services PHN SA4 2024-25.csv,Medicare mental health services PHN SA4 2024-25.csv,sa3,processed_native_table,28560,11,geographicareacode;geographicareatype;value,data\processed\native\sa3\aihw_mental_health_regional_activity__medicare_mental_health_services_phn_sa4_2024_25__v20.csv,data\processed\native\sa3\aihw_mental_health_regional_activity__medicare_mental_health_services_phn_sa4_2024_25__v20.parquet,written,"value_match:{'phn': 10, 'sa3': 58, 'sa4': 33, 'lga': 58, 'state': 12}",Native geography staged; validate key uniqueness and definitions before scoped master build.
aihw_mental_health_regional_activity,data\interim\native_processing_extracts\medicare_mental_health_service_2024_25\Medicare mental health services quarters and demographics 2024-25.csv,Medicare mental health services quarters and demographics 2024-25.csv,sa3,processed_native_table,43200,11,value,data\processed\native\sa3\aihw_mental_health_regional_activity__medicare_mental_health_services_quarters_and_demographics_2024_25__v20.csv,data\processed\native\sa3\aihw_mental_health_regional_activity__medicare_mental_health_services_quarters_and_demographics_2024_25__v20.parquet,written,"value_match:{'sa3': 54, 'lga': 54, 'state': 34}",Native geography staged; validate key uniqueness and definitions before scoped master build.
aihw_mental_health_regional_activity,data\interim\native_processing_extracts\mental_health_related_prescriptions_2024_25\CSV files user guide and metadata 2024-25.xlsx,PBS_PHN_SA4,sa4,processed_native_table,5,8,refers_to_the_phn_or_sa4_code_of_the_patient_s_location;six_character_phn_or_sa4_code_e_g_phn101_or_sa4101,data\processed\native\sa4\aihw_mental_health_regional_activity__csv_files_user_guide_and_metadata_2024_25__pbs_phn_sa4__v20.csv,data\processed\native\sa4\aihw_mental_health_regional_activity__csv_files_user_guide_and_metadata_2024_25__pbs_phn_sa4__v20.parquet,written,"column_match:{'sa2': 0, 'sa3': 0, 'sa4': 1, 'lga': 0, 'phn': 0, 'state': 0, 'ndis_service_area': 0}",Native geography staged; validate key uniqueness and definitions before scoped master build.
aihw_mental_health_regional_activity,data\interim\native_processing_extracts\mental_health_related_prescriptions_2024_25\CSV files user guide and metadata 2024-25.xlsx,PBS_QUARTERS_DEMOGRAPHICS,state,processed_native_table,6,8,reporting_period_based_on_the_date_of_supply_of_a_mental_health_related_medication_under_the_pbs,data\processed\native\state\aihw_mental_health_regional_activity__csv_files_user_guide_and_metadata_2024_25__pbs_quarters_demographics__v20.csv,data\processed\native\state\aihw_mental_health_regional_activity__csv_files_user_guide_and_metadata_2024_25__pbs_quarters_demographics__v20.parquet,written,value_match:{'state': 3},Native geography staged; validate key uniqueness and definitions before scoped master build.
aihw_mental_health_regional_activity,data\interim\native_processing_extracts\mental_health_related_prescriptions_2024_25\Mental health-related prescriptions quarters demographic 2024-25.csv,Mental health-related prescriptions quarters demographic 2024-25.csv,unknown,processed_unknown_geography_review,43202,11,,data\processed\native\unknown_review\aihw_mental_health_regional_activity__mental_health_related_prescriptions_quarters_demographic_2024_25__v20.csv,data\processed\native\unknown_review\aihw_mental_health_regional_activity__mental_health_related_prescriptions_quarters_demographic_2024_25__v20.parquet,written,no_value_match,Review key columns and suppression before modelling.
aihw_mental_health_regional_activity,data\interim\native_processing_extracts\mental_health_related_prescriptions_2024_25\Mental health-related prescription tables 2024-25.xlsx,Table of contents,state,processed_native_table,3,6,patients_dispensed_one_or_more_mental_health_related_medications_subsidised_and_under_co_payment_by_state_or_territory_and_type_of_medicatio,data\processed\native\state\aihw_mental_health_regional_activity__mental_health_related_prescription_tables_2024_25__table_of_contents__v20.csv,data\processed\native\state\aihw_mental_health_regional_activity__mental_health_related_prescription_tables_2024_25__table_of_contents__v20.parquet,written,"column_match:{'sa2': 0, 'sa3': 0, 'sa4': 0, 'lga': 0, 'phn': 0, 'state': 1, 'ndis_service_area': 0}",Native geography staged; validate key uniqueness and definitions before scoped master build.
aihw_mental_health_regional_activity,data\interim\native_processing_extracts\mental_health_related_prescriptions_2024_25\Mental health-related prescription tables 2024-25.xlsx,General information,state,processed_native_table,24,6,number_of_patients_by_state_and_territory_jurisdictions_are_based_on_the_postcode_of_the_residential_mailing_address_of_the_patient_as_recor,data\processed\native\state\aihw_mental_health_regional_activity__mental_health_related_prescription_tables_2024_25__general_information__v20.csv,data\processed\native\state\aihw_mental_health_regional_activity__mental_health_related_prescription_tables_2024_25__general_information__v20.parquet,written,"column_match:{'sa2': 0, 'sa3': 0, 'sa4': 0, 'lga': 0, 'phn': 0, 'state': 2, 'ndis_service_area': 0}",Native geography staged; validate key uniqueness and definitions before scoped master build.
aihw_mental_health_regional_activity,data\interim\native_processing_extracts\mental_health_related_prescriptions_2024_25\Mental health-related prescription tables 2024-25.xlsx,Table PBS.1,unknown,processed_unknown_geography_review,70,17,,data\processed\native\unknown_review\aihw_mental_health_regional_activity__mental_health_related_prescription_tables_2024_25__table_pbs_1__v20.csv,data\processed\native\unknown_review\aihw_mental_health_regional_activity__mental_health_related_prescription_tables_2024_25__table_pbs_1__v20.parquet,written,no_value_match,Review key columns and suppression before modelling.
aihw_mental_health_regional_activity,data\interim\native_processing_extracts\mental_health_related_prescriptions_2024_25\Mental health-related prescription tables 2024-25.xlsx,Table PBS.2,state,processed_native_table,282,17,state_or_territory,data\processed\native\state\aihw_mental_health_regional_activity__mental_health_related_prescription_tables_2024_25__table_pbs_2__v20.csv,data\processed\native\state\aihw_mental_health_regional_activity__mental_health_related_prescription_tables_2024_25__table_pbs_2__v20.parquet,written,"column_match:{'sa2': 0, 'sa3': 0, 'sa4': 0, 'lga': 0, 'phn': 0, 'state': 1, 'ndis_service_area': 0}",Native geography staged; validate key uniqueness and definitions before scoped master build.
aihw_mental_health_regional_activity,data\interim\native_processing_extracts\mental_health_related_prescriptions_2024_25\Mental health-related prescription tables 2024-25.xlsx,Table PBS.3,state,processed_native_table,533,18,state_or_territory,data\processed\native\state\aihw_mental_health_regional_activity__mental_health_related_prescription_tables_2024_25__table_pbs_3__v20.csv,data\processed\native\state\aihw_mental_health_regional_activity__mental_health_related_prescription_tables_2024_25__table_pbs_3__v20.parquet,written,"column_match:{'sa2': 0, 'sa3': 0, 'sa4': 0, 'lga': 0, 'phn': 0, 'state': 1, 'ndis_service_area': 0}",Native geography staged; validate key uniqueness and definitions before scoped master build.
aihw_mental_health_regional_activity,data\interim\native_processing_extracts\mental_health_related_prescriptions_2024_25\Mental health-related prescription tables 2024-25.xlsx,Table PBS.4,unknown,processed_unknown_geography_review,1290,18,,data\processed\native\unknown_review\aihw_mental_health_regional_activity__mental_health_related_prescription_tables_2024_25__table_pbs_4__v20.csv,data\processed\native\unknown_review\aihw_mental_health_regional_activity__mental_health_related_prescription_tables_2024_25__table_pbs_4__v20.parquet,written,no_value_match,Review key columns and suppression before modelling.
